,Unnamed: 0,user,location,text,tweets
123,123,m4m_space,Thailand,"Depression and anxiety in young people

#m4m #Soulfulcorners #team #depression #anxiety #mentalhealth #livenow… https://t.co/cXcG9araG2",depression and anxiety in young people m4m soulfulcorners team depression anxiety mentalhealth livenow  
124,124,Dodge_Susan,"Ottawa, Ontario","In my letter to @MacLeodLisa on this statement about travel between @ottawacity and @NCC_GatPark, I point out that… https://t.co/2Q2HQJAeFN",in my letter to on this statement about travel between and  i point out that  
125,125,LizzyPalmatier,"Denver, CO",I finished my certification in Social Media Marketing today. As a future Clinical Counselor I plan to use social me… https://t.co/181BfFKvRW,i finished my certification in social media marketing today  as a future clinical counselor i plan to use social me  
126,126,oopenspace,"Riverside, Westlands Nairobi.","Happy Holidays!

Remember your #MentalHealth Matters! 

 #StaySafe #StayHealthy 

#NoHealthWithoutMentalHealth… https://t.co/U1BwJIG5Tt",happy holidays  remember your mentalhealth matters  staysafe stayhealthy nohealthwithoutmentalhealth  
127,127,riney_al,,"@ggknoth @TheRealDesastr Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids getting… https://t.co/TMRnjYm7H0",talking cat wage an insurgency war in hummingbird circle   great story for kid getting  
128,128,IWWAGEIFMR,"New Delhi, India",Tune in as we unfold high impact #research on the impact of #pandemic across #Mentalhealth #migration #Gender… https://t.co/36oX4M3spz,tune in a we unfold high impact research on the impact of pandemic across mentalhealth migration gender  
129,129,cptsdfoundation,👇🏻daily calls📲 365 days/yr,"Guilt is just as powerful, but its influence is positive, while shame's is destructive. Shame erodes our courage an… https://t.co/nUgFQRrB7n",guilt is just a powerful  but it influence is positive  while shames is destructive  shame erodes our courage an  
130,130,moggie611,wiltshire.UK,"Good morning, wide awake at this ridiculous time and on a day off😳 have a great day everyone 🤍💙💚 #forgottenservice… https://t.co/aXuhYJDWEB",good morning  wide awake at this ridiculous time and on a day off  have a great day everyone u0001f90d   forgottenservice  
131,131,allevin18,"Minneapolis, MN",Excited to share information on #depression treatment on https://t.co/XMyYSdyPzk this Sunday! FDA approved! Very li… https://t.co/bWkebLEpoM,excited to share information on depression treatment on  this sunday  fda approved  very li  
132,132,BookTweepz,Worldwide,"Healing Depression: A practical guide to achieving mental health.
A must-read for anyone searching for a way to imp… https://t.co/RhRZsJknsU",healing depression  a practical guide to achieving mental health  a mustread for anyone searching for a way to imp  
133,133,SkypeTherapist,"Boulder CO, USA",Skype Therapy using mindfulness for overcoming #Anxiety and #Depression and #Addiction without drugs. Go to: https://t.co/JSi5A3iLYf,skype therapy using mindfulness for overcoming anxiety and depression and addiction without drug  go to  
134,134,Mesoy640,Oslo,"This is one of the dubious terror attacks this year, where mental health was a major element. The more we understan… https://t.co/MbdcIkj2SK",this is one of the dubious terror attack this year  where mental health wa a major element  the more we understan  
135,135,CreateRealityOf,Where the angels sing & play,"I haven’t lost anyone because of Covid-19, but I’m thinking about a the loved ones (of others) no longer on Earth,… https://t.co/5nHWE9Xuhp",i haven  t lost anyone because of covid  19  but i  m thinking about a the loved one  of others  no longer on earth   
136,136,Imheret45140132,,@Iamdepr47974144 Have you thought about getting help? #mentalhealth #depression,have you thought about getting help  mentalhealth depression
137,137,byLilyV,"Bradford, Yorkshire","#Counselling Practitioner #Certificate (Beginner to Advanced)
Learn the theory and practice of Person-Centred Couns… https://t.co/3ixOuxwlPA",counselling practitioner certificate  beginner to advanced  learn the theory and practice of personcentred couns  
138,138,BeYours87136980,,@AutieBuilder @adult_autism @OOTSComplexPTSD You’re right. I’m going to push for an autism assessment first while e… https://t.co/JkZgEIdGaf,you  re right  i  m going to push for an autism assessment first while e  
139,139,oldagepsych,Often nowehere often somewhere,"This Christmas, please do consider becoming a @GiveUsAShout volunteer. 30 hours of online training and a commitment… https://t.co/fXmdVusybI",this christmas  please do consider becoming a volunteer  30 hour of online training and a commitment  
140,140,MaggieM00021130,,@FireLecce We need 2m between students which isn't followed in classes. Students/ teachers need safety… https://t.co/b9S1J3uNUQ,we need 2m between student which isnt followed in class  students  teacher need safety  
141,141,RT_Ohagan,,"1/12 This is going to be long, so read it or don’t. Trigger warnings: discussion of suicide, self harm, hospitaliza… https://t.co/4PU0Gm01IZ",112 this is going to be long  so read it or don  t  trigger warning  discussion of suicide  self harm  hospitaliza  
142,142,fergensfeelings,,"#fear and #anxiety are two #emotions #kids might feel right now.
#Parents and #therapists can #read the #storybook… https://t.co/tnFdzdPqPV",fear and anxiety are two emotions kids might feel right now  parents and therapists can read the storybook  
143,143,Iamdepr47974144,,I  want to die. so I'll just end it . #anxiety @Imheret45140132,i want to die  so ill just end it  anxiety
144,144,AcesMatter,,"Last Minute Giving? Give someone the gift of mental health this season. https://t.co/SKTWYLcG9U

Support The Cause,… https://t.co/w4v0hA6tyb",last minute giving  give someone the gift of mental health this season   support the cause   
145,145,ShakaBrownComic,Dimension of the Gods,"We use the words Human and Genius SO much.
#VeteranPeerSupport #MentalHealth #NarcissisticAbuseSurvivor… https://t.co/FxewtCLsao",we use the word human and genius so much  veteranpeersupport mentalhealth narcissisticabusesurvivor  
146,146,yourmorningfix,Tempe AZ,🎊🌟 start your journey now. https://t.co/0yhlCtlCp7  #workout #allnatural #coffee #cleanse #focus #memory… https://t.co/RRsO5P6mrn,  start your journey now   workout allnatural coffee cleanse focus memory  
147,147,drjenpsychology,NYC,"Try this for a moment of surrender:

•unclench your shoulders from where they reside near your ears

•soften your j… https://t.co/AViLln1FQa",try this for a moment of surrender   unclench your shoulder from where they reside near your ear  soften your j  
148,148,BlerdEclectic,,"Yo peoples, I know as we get closer to Christmas that it can be hard for some people. Take care of y'all #mentals.… https://t.co/egFjnNk7xH",yo people  i know a we get closer to christmas that it can be hard for some people  take care of yall mentals   
149,149,TheEmergingWom1,,"I hope you all have a wonderful Christmas and magical 2021 💫

#MerryChristmas2020 #womenshealth #mentalhealth… https://t.co/YPh725q1GL",i hope you all have a wonderful christmas and magical 2021  merrychristmas2020 womenshealth mentalhealth  
150,150,saltnotoptional,"North Carolina, USA",#mentalhealth #medical I'm having one of those days where literally everything is too much and i hate my brain for… https://t.co/f88tNkyxkY,mentalhealth medical im having one of those day where literally everything is too much and i hate my brain for  
151,151,thatsaloud,"Seattle, WA","Listen: https://t.co/cXJdv5hs2h
Watch: https://t.co/3ndXK68Vgl
#MelissaMosher #SavvyNinja #SupportSavvy… https://t.co/fjl4CLXLh0",listen   watch   melissamosher savvyninja supportsavvy  
152,152,TheEmergingWom1,,"How to release stress through the Christmas period...

https://t.co/x5E4xyuvTZ

#busymums 
#theemergingwomen… https://t.co/ZWzH9WfUK0",how to release stress through the christmas period   busymums theemergingwomen  
153,153,TODDCastPodcast,"Vancouver, BC, Canada","Can't sleep? Anxious? #Podcast sponsor @taummhoms can help! Start your FREE 7 night trial today! 

Reduce #stress a… https://t.co/4ABnDzabHk",cant sleep  anxious  podcast sponsor can help  start your free 7 night trial today  reduce stress a  
154,154,SuzanneFalter,"San Francisco Bay Area, CA",I know I woke up with a mighty case of anxiety this morning. And the only thing that cracked that particular egg wa… https://t.co/VDlr7h8ejh,i know i woke up with a mighty case of anxiety this morning  and the only thing that cracked that particular egg wa  
155,155,RmBoba,,I need help yo! I just had an anxiety attack and I wanted to like actually hit my head against the wall or the tabl… https://t.co/3GSKCDqtPY,i need help yo  i just had an anxiety attack and i wanted to like actually hit my head against the wall or the tabl  
156,156,Holistic_Guide,Minnesota,"-10 Basic Mental Health tips
-Regrets worksheet
-3 Trauma Worksheets
-2 Thought Tracker worksheets
-Present Moment… https://t.co/IETLoSwprs", 10 basic mental health tip  regrets worksheet  3 trauma worksheets  2 thought tracker worksheet  present moment  
157,157,YourGutKnows,,"Last Minute Giving? Give someone the gift of mental health this season. https://t.co/QtAmN47bSY 

Support The Cause… https://t.co/QYYT2lIuRs",last minute giving  give someone the gift of mental health this season   support the cause  
158,158,sensitivekids1,,My Book of Brave: A Journal for Taking Control of Scary Feelings and Fears is a journal I created to help children… https://t.co/P6uirn37DQ,my book of brave  a journal for taking control of scary feelings and fears is a journal i created to help child  
159,159,RieOfLetters,Boston-ish via Texas,Even if it is difficult... #mentalhealth https://t.co/fHfjAhgtND,even if it is difficult  mentalhealth 
160,160,MaggieM00021130,,@logansherrie2 @CdnChange @mppjimwilson @D17Teachers @SCDSB_Schools #stopthehybrid. There are so many issues for th… https://t.co/xCts85XeEY,stopthehybrid  there are so many issue for th  
161,161,MaggieM00021130,,"@SCDSB_Schools #stopthehybrid. There are so many issues for the teachers, students, and parents.… https://t.co/iUPH1E2meu",stopthehybrid  there are so many issue for the teacher  student  and parent   
162,162,ChrisGem65,,Please this would be great #Anxiety https://t.co/KXd8IZCHmM,please this would be great anxiety 
163,163,pudiyador,"Chennai, India","The number of people suffering from mental health issues have increased substantially since the pandemic. Yet, this… https://t.co/ja6bpbvbqc",the number of people suffering from mental health issue have increased substantially since the pandemic  yet  this  
164,164,AuraHealthHQ,,"Or make it everyday. #MindfulnessWithAura
.
.
.
.
.
.
#stress #anxiety #relaxation #mentalhealth #selfcare… https://t.co/FfphZ9nt6N",or make it everyday  mindfulnesswithaura nnnnn stress anxiety relaxation mentalhealth selfcare  
165,165,MentalHealthVR,🍁🥞🍁🇨🇦🍁🥓🍁,"Never fear to disagree with others around you

It is not the disagreement that is the issue. It is the way it is co… https://t.co/bZ9ipUbdxu",never fear to disagree with others around you it is not the disagreement that is the issue  it is the way it is co  
166,166,Mesoy640,Oslo,In 2021 we will continue to highlight the importance of mental health in terrorism and mass attacks. We will have a… https://t.co/ZkbtVV3kWE,in 2021 we will continue to highlight the importance of mental health in terrorism and mass attack  we will have a  
